Model,Refrigerant,Frequency / Rotation,HP,Power Supply,Application,Standard Condition,Tested Conditions,Capacity,Efficiency,Displacement,Motor Type,Starting Torque 
NT2210GK,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,EN12900,LBP,692,1.07,26.21 cm³,CSCR,HST
NT2210U,R-290,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,1165,1.38,27.8 cm³,CSCR,HST
NT2210U,R-290,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,982,1.19,27.8 cm³,CSCR,HST
NT2210U,R-290,50 Hz,1 1/4,220-240 V 50 Hz,LBP,EN12900,LBP,700,1.18,27.8 cm³,CSCR,HST
NT2210UV,R-290,60 Hz,1 1/4,115 V 60 Hz,LBP,ASHRAE,LBP,1249,1.30,27.8 cm³,CSCR,HST
NT2210UV,R-290,60 Hz,1,208-230 V 60 Hz,LBP,ASHRAE,LBP,1221,1.30,27.8 cm³,CSCR,HST
NT2210UV,R-290,60 Hz,1 1/4,115 V 60 Hz,LBP,ARI 540,LBP,1051,1.11,27.8 cm³,CSCR,HST
NT2210UV,R-290,60 Hz,1,208-230 V 60 Hz,LBP,ARI 540,LBP,1026,1.11,27.8 cm³,CSCR,HST
NT2210UV,R-290,60 Hz,1 1/4,115 V 60 Hz,LBP,EN12900,LBP,748,1.12,27.8 cm³,CSCR,HST
NT2210UV,R-290,60 Hz,1,208-230 V 60 Hz,LBP,EN12900,LBP,716,1.07,27.8 cm³,CSCR,HST
NT2212GK,R-404A,60 Hz,1 1/2,208-230 V 60 Hz,LBP,ASHRAE,LBP,1678,1.43,27.8 cm³,CSCR,HST
NT2212GK,R-404A,50 Hz,1 1/2,220-240 V 50 Hz,LBP,ASHRAE,LBP,1372,1.38,27.8 cm³,CSCR,HST
NT2212GK,R-404A,60 Hz,1 1/2,208-230 V 60 Hz,LBP,ARI 540,LBP,1214,1.02,27.8 cm³,CSCR,HST
NT2212GK,R-404A,50 Hz,1 1/2,220-240 V 50 Hz,LBP,ARI 540,LBP,1036,1.08,27.8 cm³,CSCR,HST
NT2212GK,R-404A,60 Hz,1 1/2,208-230 V 60 Hz,LBP,EN12900,LBP,870,1.04,27.8 cm³,CSCR,HST
NT2212GK,R-404A,50 Hz,1 1/2,220-240 V 50 Hz,LBP,EN12900,LBP,761,1.14,27.8 cm³,CSCR,HST
NT2212GKV,R-404A,60 Hz,1 1/2,208-230 V 60 Hz,LBP,ASHRAE,LBP,1678,1.43,27.8 cm³,CSCR,HST
NT2212GKV,R-404A,60 Hz,1 1/2,115 V 60 Hz,LBP,ASHRAE,LBP,1543,1.26,27.8 cm³,CSCR,HST
NT2212GKV,R-404A,60 Hz,1 1/2,208-230 V 60 Hz,LBP,ARI 540,LBP,1214,1.02,27.8 cm³,CSCR,HST
NT2212GKV,R-404A,60 Hz,1 1/2,115 V 60 Hz,LBP,ARI 540,LBP,1170,0.98,27.8 cm³,CSCR,HST
NT2212GKV,R-404A,60 Hz,1 1/2,208-230 V 60 Hz,LBP,EN12900,LBP,872,1.05,27.8 cm³,CSCR,HST
NT2212GKV,R-404A,60 Hz,1 1/2,115 V 60 Hz,LBP,EN12900,LBP,838,0.99,27.8 cm³,CSCR,HST
NT6215Z,R-134a,60 Hz,1/2,115 V 60 Hz,HBP,ASHRAE,HBP,1944,2.41,17.39 cm³,CSIR,HST
NT6215Z,R-134a,60 Hz,1/2,115-127 V 60 Hz,HBP,ASHRAE,HBP,1944,2.41,17.39 cm³,CSIR,HST
NT6215Z,R-134a,60 Hz,1/2,208-230 V 60 Hz,HBP,ASHRAE,HBP,1879,2.26,17.39 cm³,CSIR,HST
NT6215Z,R-134a,60 Hz,1/2,115 V 60 Hz,HBP,ARI 540,HBP,1731,2.16,17.39 cm³,CSIR,HST
NT6215Z,R-134a,60 Hz,1/2,115-127 V 60 Hz,HBP,ARI 540,HBP,1731,2.16,17.39 cm³,CSIR,HST
NT6215Z,R-134a,60 Hz,1/2,115 V 60 Hz,HBP,EN12900,HBP,1705,2.28,17.39 cm³,CSIR,HST
NT6215Z,R-134a,60 Hz,1/2,115-127 V 60 Hz,HBP,EN12900,HBP,1705,2.28,17.39 cm³,CSIR,HST
NT6215Z,R-134a,60 Hz,1/2,208-230 V 60 Hz,HBP,ARI 540,HBP,1674,2.02,17.39 cm³,CSIR,HST
NT6215Z,R-134a,60 Hz,1/2,208-230 V 60 Hz,HBP,EN12900,HBP,1657,2.16,17.39 cm³,CSIR,HST
NT6215Z,R-134a,50 Hz,1/2,220 V 50 Hz,HBP,ASHRAE,HBP,1623,2.31,17.39 cm³,CSIR,HST
NT6215Z,R-134a,50 Hz,1/2,200-240 V 50 Hz / 230 V 60 Hz,HBP,ASHRAE,HBP,1602,2.51,17.39 cm³,CSIR,HST
NT6215Z,R-134a,50 Hz,1/2,220 V 50 Hz,HBP,ARI 540,HBP,1446,2.07,17.39 cm³,CSIR,HST
NT6215Z,R-134a,50 Hz,1/2,220 V 50 Hz,HBP,EN12900,HBP,1431,2.19,17.39 cm³,CSIR,HST
NT6215Z,R-134a,50 Hz,1/2,200-240 V 50 Hz / 230 V 60 Hz,HBP,ARI 540,HBP,1417,2.20,17.39 cm³,CSIR,HST
NT6215Z,R-134a,50 Hz,1/2,200-240 V 50 Hz / 230 V 60 Hz,HBP,EN12900,HBP,1403,2.37,17.39 cm³,CSIR,HST
NT6215ZV,R-134a,60 Hz,1/2,115 V 60 Hz,HBP,ASHRAE,HBP,1916,2.28,17.39 cm³,CSIR,HST
NT6215ZV,R-134a,60 Hz,1/2,208-230 V 60 Hz,HBP,ASHRAE,HBP,1879,2.25,17.39 cm³,CSIR,HST
NT6215ZV,R-134a,60 Hz,1/2,115 V 60 Hz,HBP,ARI 540,HBP,1706,2.04,17.39 cm³,CSIR,HST
NT6215ZV,R-134a,60 Hz,1/2,115 V 60 Hz,HBP,EN12900,HBP,1686,2.18,17.39 cm³,CSIR,HST
NT6215ZV,R-134a,60 Hz,1/2,208-230 V 60 Hz,HBP,EN12900,HBP,1657,2.17,17.39 cm³,CSIR,HST
NT6215ZV,R-134a,60 Hz,1/2,208-230 V 60 Hz,HBP,ARI 540,HBP,1643,1.94,17.39 cm³,CSIR,HST
NT6217GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,ASHRAE,MBP,995,1.68,12.55 cm³,CSCR,HST
NT6217GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,EN12900,MBP,901,1.76,12.55 cm³,CSCR,HST
NT6217GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,ARI 540,MBP,886,1.60,12.55 cm³,CSCR,HST
NT6217GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,MBP,ASHRAE,MBP,1263,1.64,12.55 cm³,CSCR,HST
NT6217GKV,R-404A,60 Hz,3/4,115 V 60 Hz,MBP,ASHRAE,MBP,1205,1.62,12.55 cm³,CSCR,HST
NT6217GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,MBP,ASHRAE,MBP,1193,1.45,12.55 cm³,CSIR,HST
NT6217GKV,R-404A,60 Hz,3/4,115 V 60 Hz,MBP,ASHRAE,MBP,1159,1.32,12.55 cm³,CSIR,HST
NT6217GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,MBP,EN12900,MBP,1122,1.63,12.55 cm³,CSCR,HST
NT6217GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,MBP,ARI 540,MBP,1105,1.51,12.55 cm³,CSCR,HST
NT6217GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,MBP,EN12900,MBP,1073,1.51,12.55 cm³,CSIR,HST
NT6217GKV,R-404A,60 Hz,3/4,115 V 60 Hz,MBP,EN12900,MBP,1070,1.66,12.55 cm³,CSCR,HST
NT6217GKV,R-404A,60 Hz,3/4,115 V 60 Hz,MBP,ARI 540,MBP,1060,1.51,12.55 cm³,CSCR,HST
NT6217GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,MBP,ARI 540,MBP,1050,1.36,12.55 cm³,CSIR,HST
NT6217GKV,R-404A,60 Hz,3/4,115 V 60 Hz,MBP,EN12900,MBP,1046,1.38,12.55 cm³,CSIR,HST
NT6217GKV,R-404A,60 Hz,3/4,115 V 60 Hz,MBP,ARI 540,MBP,1022,1.24,12.55 cm³,CSIR,HST
NT6217GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,ASHRAE,MBP,999,1.69,12.55 cm³,CSCR,HST
NT6217GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,EN12900,MBP,897,1.74,12.55 cm³,CSCR,HST
NT6217GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,ARI 540,MBP,887,1.59,12.55 cm³,CSCR,HST
NT6217U,R-290,50 Hz,1/2,220-240 V 50 Hz,MBP,ASHRAE,MBP,1016,1.75,14.5 cm³,CSIR,HST
NT6217U,R-290,50 Hz,1/2,220-240 V 50 Hz,MBP,ARI 540,MBP,974,1.76,14.5 cm³,CSIR,HST
NT6217U,R-290,50 Hz,1/2,220-240 V 50 Hz,MBP,EN12900,MBP,951,1.87,14.5 cm³,CSIR,HST
NT6217UV,R-290,60 Hz,1/2,115 V 60 Hz,MBP,ASHRAE,MBP,1107,1.75,14.5 cm³,CSCR,HST
NT6217UV,R-290,60 Hz,1/2,115 V 60 Hz,MBP,ARI 540,MBP,1043,1.74,14.5 cm³,CSCR,HST
NT6217UV,R-290,60 Hz,1/2,115 V 60 Hz,MBP,EN12900,MBP,999,1.81,14.5 cm³,CSCR,HST
NT6217Z,R-134a,60 Hz,3/4,208-230 V 60 Hz,HBP,ASHRAE,HBP,2169,2.21,20.44 cm³,CSIR,HST
NT6217Z,R-134a,50 Hz,3/4,220-240 V 50 Hz,HBP,ASHRAE,HBP,1954,2.71,20.44 cm³,CSCR,HST
NT6217Z,R-134a,60 Hz,3/4,208-230 V 60 Hz,HBP,ARI 540,HBP,1932,1.98,20.44 cm³,CSIR,HST
NT6217Z,R-134a,60 Hz,3/4,208-230 V 60 Hz,HBP,EN12900,HBP,1904,2.09,20.44 cm³,CSIR,HST
NT6217Z,R-134a,50 Hz,3/4,220-240 V 50 Hz,HBP,ASHRAE,HBP,1865,2.32,20.44 cm³,CSIR,HST
NT6217Z,R-134a,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,HBP,ASHRAE,HBP,1858,2.42,20.44 cm³,CSIR,HST
NT6217Z,R-134a,50 Hz,3/4,220-240 V 50 Hz,HBP,ARI 540,HBP,1741,2.43,20.44 cm³,CSCR,HST
NT6217Z,R-134a,50 Hz,3/4,220-240 V 50 Hz,HBP,EN12900,HBP,1710,2.56,20.44 cm³,CSCR,HST
NT6217Z,R-134a,50 Hz,3/4,220-240 V 50 Hz,HBP,ARI 540,HBP,1661,2.08,20.44 cm³,CSIR,HST
NT6217Z,R-134a,50 Hz,3/4,220-240 V 50 Hz,HBP,EN12900,HBP,1639,2.23,20.44 cm³,CSIR,HST
NT6217Z,R-134a,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,HBP,ARI 540,HBP,1625,2.01,20.44 cm³,CSIR,HST
NT6217Z,R-134a,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,HBP,EN12900,HBP,1607,2.18,20.44 cm³,CSIR,HST
NT6217ZV,R-134a,60 Hz,3/4,208-230 V 60 Hz,HBP,ASHRAE,HBP,2247,2.47,20.44 cm³,CSCR,HST
NT6217ZV,R-134a,60 Hz,3/4,208-230 V 60 Hz,HBP,ARI 540,HBP,2001,2.21,20.44 cm³,CSCR,HST
NT6217ZV,R-134a,60 Hz,3/4,208-230 V 60 Hz,HBP,EN12900,HBP,1969,2.33,20.44 cm³,CSCR,HST
NT6217ZV,R-134a,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,HBP,ASHRAE,HBP,1858,2.42,20.44 cm³,CSIR,HST
NT6217ZV,R-134a,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,HBP,ARI 540,HBP,1625,2.01,20.44 cm³,CSIR,HST
NT6217ZV,R-134a,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,HBP,EN12900,HBP,1607,2.18,20.44 cm³,CSIR,HST
NT6220GK,R-404A,60 Hz,3/4,115 V 60 Hz 1~,MBP,ASHRAE,MBP,1455,1.57,14.5 cm³,CSIR,HST
NT6220GK,R-404A,60 Hz,3/4,115 V 60 Hz 1~,MBP,EN12900,MBP,1315,1.64,14.5 cm³,CSIR,HST
NT6220GK,R-404A,60 Hz,3/4,115 V 60 Hz 1~,MBP,ARI 540,MBP,1291,1.48,14.5 cm³,CSIR,HST
NT6220GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,ASHRAE,MBP,1215,1.64,14.5 cm³,CSIR,HST
NT6220GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,EN12900,MBP,1100,1.75,14.5 cm³,CSCR,HST
NT6220GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,EN12900,MBP,1089,1.69,14.5 cm³,CSIR,HST
NT6220GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,ARI 540,MBP,1071,1.53,14.5 cm³,CSIR,HST
NT6220GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,MBP,ASHRAE,MBP,1439,1.64,14.5 cm³,CSCR,HST
NT6220GKV,R-404A,60 Hz,3/4,115 V 60 Hz,MBP,ASHRAE,MBP,1389,1.59,14.5 cm³,CSCR,HST
NT6220GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,MBP,EN12900,MBP,1299,1.72,14.5 cm³,CSCR,HST
NT6220GKV,R-404A,60 Hz,3/4,115 V 60 Hz,MBP,EN12900,MBP,1269,1.67,14.5 cm³,CSCR,HST
NT6220GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,MBP,ARI 540,MBP,1269,1.55,14.5 cm³,CSCR,HST
NT6220GKV,R-404A,60 Hz,3/4,115 V 60 Hz,MBP,ARI 540,MBP,1237,1.50,14.5 cm³,CSCR,HST
NT6220GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,ASHRAE,MBP,1212,1.72,14.5 cm³,CSCR,HST
NT6220GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,EN12900,MBP,1098,1.75,14.5 cm³,CSCR,HST
NT6220GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,MBP,ARI 540,MBP,1075,1.60,14.5 cm³,CSCR,HST
NT6220U,R-290,50 Hz,3/4,220-240 V 50 Hz,MBP,ASHRAE,MBP,1222,1.77,17.39 cm³,CSIR,HST
NT6220U,R-290,50 Hz,3/4,220-240 V 50 Hz,MBP,ASHRAE,MBP,1222,1.77,17.39 cm³,CSCR,HST
NT6220U,R-290,50 Hz,3/4,220-240 V 50 Hz,MBP,ARI 540,MBP,1168,1.76,17.39 cm³,CSIR,HST
NT6220U,R-290,50 Hz,3/4,220-240 V 50 Hz,MBP,ARI 540,MBP,1168,1.76,17.39 cm³,CSCR,HST
NT6220U,R-290,50 Hz,3/4,220-240 V 50 Hz,MBP,EN12900,MBP,1132,1.84,17.39 cm³,CSIR,HST
NT6220U,R-290,50 Hz,3/4,220-240 V 50 Hz,MBP,EN12900,MBP,1132,1.84,17.39 cm³,CSCR,HST
NT6220UV,R-290,60 Hz,3/4,115 V 60 Hz,MBP,ASHRAE,MBP,1323,1.75,17.39 cm³,CSCR,HST
NT6220UV,R-290,60 Hz,3/4,115 V 60 Hz,MBP,ARI 540,MBP,1279,1.77,17.39 cm³,CSCR,HST
NT6220UV,R-290,60 Hz,3/4,115 V 60 Hz,MBP,EN12900,MBP,1244,1.86,17.39 cm³,CSCR,HST
NT6220Z,R-134a,60 Hz,1,208-230 V 60 Hz,HBP,ASHRAE,HBP,2461,2.29,22.37 cm³,CSIR,HST
NT6220Z,R-134a,60 Hz,1,208-230 V 60 Hz,HBP,ARI 540,HBP,2192,2.06,22.37 cm³,CSIR,HST
NT6220Z,R-134a,60 Hz,1,208-230 V 60 Hz,HBP,EN12900,HBP,2159,2.16,22.37 cm³,CSIR,HST
NT6220Z,R-134a,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,HBP,ASHRAE,HBP,2025,2.36,22.37 cm³,CSIR,HST
NT6220Z,R-134a,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,HBP,ARI 540,HBP,1740,1.94,22.37 cm³,CSIR,HST
NT6220Z,R-134a,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,HBP,EN12900,HBP,1735,2.10,22.37 cm³,CSIR,HST
NT6222GK,R-404A,60 Hz,1,115 V 60 Hz,MBP,ASHRAE,MBP,1941,1.84,17.39 cm³,CSCR,HST
NT6222GK,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,ASHRAE,MBP,1735,1.49,17.39 cm³,CSCR,HST
NT6222GK,R-404A,60 Hz,1,115 V 60 Hz,MBP,EN12900,MBP,1689,1.85,17.39 cm³,CSCR,HST
NT6222GK,R-404A,60 Hz,1,115 V 60 Hz,MBP,ARI 540,MBP,1673,1.70,17.39 cm³,CSCR,HST
NT6222GK,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,EN12900,MBP,1575,1.53,17.39 cm³,CSCR,HST
NT6222GK,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,ARI 540,MBP,1539,1.39,17.39 cm³,CSCR,HST
NT6222GK,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,MBP,ASHRAE,MBP,1458,1.66,17.39 cm³,CSCR,HST
NT6222GK,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,MBP,EN12900,MBP,1319,1.72,17.39 cm³,CSCR,HST
NT6222GK,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,MBP,ARI 540,MBP,1294,1.56,17.39 cm³,CSCR,HST
NT6222GKV,R-404A,60 Hz,1,115 V 60 Hz,MBP,ASHRAE,MBP,1941,1.84,17.39 cm³,CSCR,HST
NT6222GKV,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,ASHRAE,MBP,1735,1.49,17.39 cm³,CSCR,HST
NT6222GKV,R-404A,60 Hz,1,115 V 60 Hz,MBP,EN12900,MBP,1689,1.85,17.39 cm³,CSCR,HST
NT6222GKV,R-404A,60 Hz,1,115 V 60 Hz,MBP,ARI 540,MBP,1673,1.70,17.39 cm³,CSCR,HST
NT6222GKV,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,EN12900,MBP,1575,1.53,17.39 cm³,CSCR,HST
NT6222GKV,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,ARI 540,MBP,1539,1.39,17.39 cm³,CSCR,HST
NT6222GKV,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,MBP,ASHRAE,MBP,1479,1.67,17.39 cm³,CSCR,HST
NT6222GKV,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,MBP,EN12900,MBP,1311,1.71,17.39 cm³,CSCR,HST
NT6222GKV,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,MBP,ARI 540,MBP,1296,1.56,17.39 cm³,CSCR,HST
NT6222U,R-290,50 Hz,1,220-240 V 50 Hz,MBP,ASHRAE,MBP,1527,1.81,20.44 cm³,CSCR,HST
NT6222U,R-290,50 Hz,1,220-240 V 50 Hz,MBP,ARI 540,MBP,1442,1.79,20.44 cm³,CSCR,HST
NT6222U,R-290,50 Hz,1,220-240 V 50 Hz,MBP,EN12900,MBP,1395,1.87,20.44 cm³,CSCR,HST
NT6222UV,R-290,60 Hz,3/4,115 V 60 Hz,MBP,ASHRAE,MBP,1589,1.74,20.44 cm³,CSCR,HST
NT6222UV,R-290,60 Hz,3/4,115 V 60 Hz,MBP,ARI 540,MBP,1536,1.78,20.44 cm³,CSCR,HST
NT6222UV,R-290,60 Hz,3/4,115 V 60 Hz,MBP,EN12900,MBP,1487,1.88,20.44 cm³,CSCR,HST
NT6224GK,R-404A,50 Hz,1,220-240 V 50 Hz,MBP,ASHRAE,MBP,1770,1.68,20.44 cm³,CSCR,HST
NT6224GK,R-404A,50 Hz,1,220-240 V 50 Hz,MBP,EN12900,MBP,1581,1.72,20.44 cm³,CSCR,HST
NT6224GK,R-404A,50 Hz,1,220-240 V 50 Hz,MBP,ARI 540,MBP,1553,1.57,20.44 cm³,CSCR,HST
NT6224GKV,R-404A,60 Hz,1,115 V 60 Hz 1~,MBP,ASHRAE,MBP,2150,1.73,20.44 cm³,CSCR,HST
NT6224GKV,R-404A,60 Hz,1,208-230 V 60 Hz 1~,MBP,ASHRAE,MBP,2116,1.73,20.44 cm³,CSCR,HST
NT6224GKV,R-404A,60 Hz,1,115 V 60 Hz 1~,MBP,EN12900,MBP,1927,1.77,20.44 cm³,CSCR,HST
NT6224GKV,R-404A,60 Hz,1,208-230 V 60 Hz 1~,MBP,EN12900,MBP,1906,1.80,20.44 cm³,CSCR,HST
NT6224GKV,R-404A,60 Hz,1,115 V 60 Hz 1~,MBP,ARI 540,MBP,1887,1.61,20.44 cm³,CSCR,HST
NT6224GKV,R-404A,60 Hz,1,208-230 V 60 Hz 1~,MBP,ARI 540,MBP,1859,1.62,20.44 cm³,CSCR,HST
NT6224U,R-290,50 Hz,1,220-240 V 50 Hz,MBP,ASHRAE,MBP,1656,1.81,22.37 cm³,CSCR,HST
NT6224U,R-290,50 Hz,1,220-240 V 50 Hz,MBP,ARI 540,MBP,1567,1.79,22.37 cm³,CSCR,HST
NT6224U,R-290,50 Hz,1,220-240 V 50 Hz,MBP,EN12900,MBP,1528,1.88,22.37 cm³,CSCR,HST
NT6224UV,R-290,60 Hz,1,208-230 V 60 Hz,MBP,ASHRAE,MBP,1820,1.71,22.37 cm³,CSCR,HST
NT6224UV,R-290,60 Hz,1,208-230 V 60 Hz,MBP,ARI 540,MBP,1718,1.68,22.37 cm³,CSCR,HST
NT6224UV,R-290,60 Hz,1,208-230 V 60 Hz,MBP,EN12900,MBP,1651,1.75,22.37 cm³,CSCR,HST
NT6226GK,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,ASHRAE,MBP,2262,1.51,22.37 cm³,CSCR,HST
NT6226GK,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,EN12900,MBP,1991,1.51,22.37 cm³,CSCR,HST
NT6226GK,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,ARI 540,MBP,1959,1.38,22.37 cm³,CSCR,HST
NT6226GKV,R-404A,60 Hz,1,115 V 60 Hz,MBP,ASHRAE,MBP,2386,1.70,22.37 cm³,CSCR,HST
NT6226GKV,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,ASHRAE,MBP,2262,1.51,22.37 cm³,CSCR,HST
NT6226GKV,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,EN12900,MBP,1990,1.50,22.37 cm³,CSCR,HST
NT6226GKV,R-404A,50 Hz,1,220-240 V 50 Hz,MBP,ASHRAE,MBP,1988,1.76,22.37 cm³,CSCR,HST
NT6226GKV,R-404A,60 Hz,1,115 V 60 Hz,MBP,EN12900,MBP,1967,1.43,22.37 cm³,CSCR,HST
NT6226GKV,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,ARI 540,MBP,1958,1.38,22.37 cm³,CSCR,HST
NT6226GKV,R-404A,60 Hz,1,115 V 60 Hz,MBP,ARI 540,MBP,1937,1.32,22.37 cm³,CSCR,HST
NT6226GKV,R-404A,50 Hz,1,220-240 V 50 Hz,MBP,EN12900,MBP,1763,1.80,22.37 cm³,CSCR,HST
NT6226GKV,R-404A,50 Hz,1,220-240 V 50 Hz,MBP,ARI 540,MBP,1736,1.64,22.37 cm³,CSCR,HST
NT6230U,R-290,50 Hz,1 1/4,220-240 V 50 Hz,MBP,ASHRAE,MBP,2109,1.87,27.8 cm³,CSCR,HST
NT6230U,R-290,50 Hz,1 1/4,220-240 V 50 Hz,MBP,ARI 540,MBP,1991,1.86,27.8 cm³,CSCR,HST
NT6230U,R-290,50 Hz,1 1/4,220-240 V 50 Hz,MBP,EN12900,MBP,1931,1.97,27.8 cm³,CSCR,HST
NTU6222ZV,R-134a,60 Hz,1,208-230 V 60 Hz,HBP,ASHRAE,HBP,3291,3.14,23.74 cm³,CSCR,HST
NTU6222ZV,R-134a,60 Hz,1,115 V 60 Hz,HBP,ASHRAE,HBP,3266,3.11,23.74 cm³,CSCR,HST
NTU6222ZV,R-134a,60 Hz,1,208-230 V 60 Hz,HBP,ARI 540,HBP,2931,2.82,23.74 cm³,CSCR,HST
NTU6222ZV,R-134a,60 Hz,1,115 V 60 Hz,HBP,ARI 540,HBP,2909,2.79,23.74 cm³,CSCR,HST
NTU6222ZV,R-134a,60 Hz,1,208-230 V 60 Hz,HBP,EN12900,HBP,2872,2.92,23.74 cm³,CSCR,HST
NTU6222ZV,R-134a,60 Hz,1,115 V 60 Hz,HBP,EN12900,HBP,2850,2.93,23.74 cm³,CSCR,HST
NTU6222ZV,R-134a,50 Hz,3/4,220-240 V 50 Hz,HBP,ASHRAE,HBP,2405,3.04,23.74 cm³,CSCR,HST
NTU6222ZV,R-134a,50 Hz,3/4,220-240 V 50 Hz,HBP,ARI 540,HBP,2142,2.72,23.74 cm³,CSCR,HST
NTU6222ZV,R-134a,50 Hz,3/4,220-240 V 50 Hz,HBP,EN12900,HBP,2109,2.88,23.74 cm³,CSCR,HST
NTU6224ZV,R-134a,60 Hz,1 1/4,115 V 60 Hz,HBP,ASHRAE,HBP,3784,2.98,27.8 cm³,CSCR,HST
NTU6224ZV,R-134a,60 Hz,1 1/4,208-230 V 60 Hz,HBP,ASHRAE,HBP,3758,2.92,27.8 cm³,CSCR,HST
NTU6224ZV,R-134a,60 Hz,1 1/4,115 V 60 Hz,HBP,ARI 540,HBP,3371,2.67,27.8 cm³,CSCR,HST
NTU6224ZV,R-134a,60 Hz,1 1/4,208-230 V 60 Hz,HBP,ARI 540,HBP,3347,2.62,27.8 cm³,CSCR,HST
NTU6224ZV,R-134a,60 Hz,1 1/4,115 V 60 Hz,HBP,EN12900,HBP,3317,2.81,27.8 cm³,CSCR,HST
NTU6224ZV,R-134a,60 Hz,1 1/4,208-230 V 60 Hz,HBP,EN12900,HBP,3286,2.73,27.8 cm³,CSCR,HST
NTU6224ZV,R-134a,50 Hz,1,220-240 V 50 Hz,HBP,ASHRAE,HBP,2858,3.03,27.8 cm³,CSCR,HST
NTU6224ZV,R-134a,50 Hz,1,220-240 V 50 Hz,HBP,ARI 540,HBP,2545,2.72,27.8 cm³,CSCR,HST
NTU6224ZV,R-134a,50 Hz,1,220-240 V 50 Hz,HBP,EN12900,HBP,2514,2.88,27.8 cm³,CSCR,HST
NTU6232GKV,R-404A,60 Hz,1,115 V 60 Hz,MBP,ASHRAE,MBP,2374,1.86,20.44 cm³,CSCR,HST
NTU6232GKV,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,ASHRAE,MBP,2372,1.84,20.44 cm³,CSCR,HST
NTU6232GKV,R-404A,60 Hz,1,115 V 60 Hz,MBP,EN12900,MBP,2147,1.93,20.44 cm³,CSCR,HST
NTU6232GKV,R-404A,60 Hz,1,208-230 V 60 Hz,MBP,EN12900,MBP,2107,1.86,20.44 cm³,CSCR,HST
NTU6232GKV,R-404A,60 Hz,1,115 V 60 Hz,MBP,ARI 540,MBP,2096,1.76,20.44 cm³,CSCR,HST
